DATAFLOW,LAST UPDATE,freq,indic_de,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FDEATH,TR,2014,176890,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FDEATH,TR,2015,183272,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FDEATH,TR,2016,190935,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FDEATH,TR,2017,192668,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FDEATH,TR,2018,193307,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FDEATH,TR,2019,197897,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FDEATH,UA,2004,369891,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FDEATH,UA,2005,378521,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FDEATH,UA,2006,371103,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FDEATH,UA,2007,369602,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FDEATH,UA,2008,367996,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FDEATH,UA,2009,355344,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FDEATH,UA,2010,356986,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FDEATH,UA,2011,339106,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FDEATH,UA,2012,337555,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FDEATH,UA,2013,337671,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FDEATH,UA,2014,321625,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FDEATH,UA,2015,303235,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FDEATH,UA,2016,297735,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FDEATH,UA,2017,292339,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FDEATH,UA,2018,297132,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FDEATH,UA,2019,293601,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FDEATH,UA,2020,311080,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FDEATH,UA,2021,0,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FDEATH,UK,2001,315511,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FDEATH,UK,2002,318380,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FDEATH,UK,2003,322583,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FDEATH,UK,2004,305242,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FDEATH,UK,2005,305860,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FDEATH,UK,2006,298023,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FDEATH,UK,2007,299797,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FDEATH,UK,2008,302952,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FDEATH,UK,2009,288813,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FDEATH,UK,2010,290721,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FDEATH,UK,2011,284741,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FDEATH,UK,2012,295677,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FDEATH,UK,2013,296683,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FDEATH,UK,2014,291321,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FDEATH,UK,2015,309497,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FDEATH,UK,2016,303583,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FDEATH,UK,2017,307749,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FDEATH,UK,2018,310975,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FLBIRTH,AL,2001,25219,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FLBIRTH,AL,2002,20158,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FLBIRTH,AL,2003,21479,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FLBIRTH,AL,2004,19224,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FLBIRTH,AL,2005,18282,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FLBIRTH,AL,2006,16761,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FLBIRTH,AL,2007,16121,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FLBIRTH,AL,2008,15820,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FLBIRTH,AL,2009,16034,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FLBIRTH,AL,2010,15998,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FLBIRTH,AL,2011,16436,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FLBIRTH,AL,2012,16995,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FLBIRTH,AL,2013,17089,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FLBIRTH,AL,2014,17077,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FLBIRTH,AL,2015,15612,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FLBIRTH,AL,2016,15332,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FLBIRTH,AL,2017,14661,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FLBIRTH,AL,2018,13909,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FLBIRTH,AL,2019,13668,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FLBIRTH,AL,2020,13589,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FLBIRTH,AT,2001,36900,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FLBIRTH,AT,2002,38300,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FLBIRTH,AT,2003,37400,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FLBIRTH,AT,2004,38428,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FLBIRTH,AT,2005,38312,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FLBIRTH,AT,2006,38169,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FLBIRTH,AT,2007,37310,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FLBIRTH,AT,2008,37626,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FLBIRTH,AT,2009,37272,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FLBIRTH,AT,2010,38411,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FLBIRTH,AT,2011,37714,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FLBIRTH,AT,2012,38130,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FLBIRTH,AT,2013,38377,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FLBIRTH,AT,2014,39560,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FLBIRTH,AT,2015,40777,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FLBIRTH,AT,2016,42624,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FLBIRTH,AT,2017,42380,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FLBIRTH,AT,2018,41739,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FLBIRTH,AT,2019,41372,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FLBIRTH,AT,2020,40669,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FLBIRTH,AT,2021,41841,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FLBIRTH,BA,2001,18300,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FLBIRTH,BA,2007,16301,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FLBIRTH,BA,2008,16591,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FLBIRTH,BA,2009,16549,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FLBIRTH,BA,2010,16251,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FLBIRTH,BA,2011,15390,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FLBIRTH,BA,2012,15757,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FLBIRTH,BE,2001,56335,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FLBIRTH,BE,2002,55088,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FLBIRTH,BE,2003,55676,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FLBIRTH,BE,2005,58151,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FLBIRTH,BE,2006,59943,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FLBIRTH,BE,2007,60614,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FLBIRTH,BE,2008,61835,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FLBIRTH,BE,2009,62030,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FLBIRTH,BE,2010,63573,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FLBIRTH,BE,2011,62814,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FLBIRTH,BE,2012,62713,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FLBIRTH,BE,2013,61235,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FLBIRTH,BE,2014,60841,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FLBIRTH,BE,2015,59713,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FLBIRTH,BE,2016,59468,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FLBIRTH,BE,2017,58511,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FLBIRTH,BE,2018,57921,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FLBIRTH,BE,2019,57783,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FLBIRTH,BE,2020,55843,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FLBIRTH,BE,2021,57840,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FLBIRTH,BG,2001,33100,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FLBIRTH,BG,2002,32000,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FLBIRTH,BG,2003,32700,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FLBIRTH,BG,2004,33860,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FLBIRTH,BG,2005,34597,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FLBIRTH,BG,2006,35870,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FLBIRTH,BG,2007,36527,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FLBIRTH,BG,2008,37726,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FLBIRTH,BG,2009,39644,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FLBIRTH,BG,2010,36677,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FLBIRTH,BG,2011,34313,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FLBIRTH,BG,2012,33459,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FLBIRTH,BG,2013,32534,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FLBIRTH,BG,2014,32850,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FLBIRTH,BG,2015,31881,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FLBIRTH,BG,2016,31609,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FLBIRTH,BG,2017,31168,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FLBIRTH,BG,2018,30053,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FLBIRTH,BG,2019,30023,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FLBIRTH,BG,2020,28714,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FLBIRTH,BG,2021,28605,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FLBIRTH,CH,2002,35100,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FLBIRTH,CH,2003,34900,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FLBIRTH,CH,2004,35742,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FLBIRTH,CH,2005,35334,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FLBIRTH,CH,2006,35605,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FLBIRTH,CH,2007,36310,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FLBIRTH,CH,2008,37142,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FLBIRTH,CH,2009,37879,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FLBIRTH,CH,2010,39179,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FLBIRTH,CH,2011,39182,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FLBIRTH,CH,2012,39729,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FLBIRTH,CH,2013,40136,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FLBIRTH,CH,2014,41437,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FLBIRTH,CH,2015,41910,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FLBIRTH,CH,2016,42951,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FLBIRTH,CH,2017,42508,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FLBIRTH,CH,2018,42838,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FLBIRTH,CH,2019,42049,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FLBIRTH,CH,2020,41615,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FLBIRTH,CH,2021,43716,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FLBIRTH,CY,2001,3800,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FLBIRTH,CY,2002,3800,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FLBIRTH,CY,2003,3900,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FLBIRTH,CY,2004,4052,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FLBIRTH,CY,2005,4018,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FLBIRTH,CY,2006,4172,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FLBIRTH,CY,2007,4109,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FLBIRTH,CY,2008,4478,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FLBIRTH,CY,2009,4704,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FLBIRTH,CY,2010,4807,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FLBIRTH,CY,2011,4731,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FLBIRTH,CY,2012,4857,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FLBIRTH,CY,2013,4605,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FLBIRTH,CY,2014,4391,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FLBIRTH,CY,2015,4346,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FLBIRTH,CY,2016,4568,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FLBIRTH,CY,2017,4464,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FLBIRTH,CY,2018,4558,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FLBIRTH,CY,2019,4698,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FLBIRTH,CY,2020,4740,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FLBIRTH,CY,2021,5039,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FLBIRTH,CZ,2001,44100,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FLBIRTH,CZ,2002,45100,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FLBIRTH,CZ,2003,45600,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FLBIRTH,CZ,2004,47402,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FLBIRTH,CZ,2005,49758,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FLBIRTH,CZ,2006,51219,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FLBIRTH,CZ,2007,56157,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FLBIRTH,CZ,2008,58244,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FLBIRTH,CZ,2009,57980,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FLBIRTH,CZ,2010,56933,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FLBIRTH,CZ,2011,52884,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FLBIRTH,CZ,2012,53040,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FLBIRTH,CZ,2013,52049,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FLBIRTH,CZ,2014,53450,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FLBIRTH,CZ,2015,53947,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FLBIRTH,CZ,2016,54826,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FLBIRTH,CZ,2017,55734,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FLBIRTH,CZ,2018,55780,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FLBIRTH,CZ,2019,54646,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FLBIRTH,CZ,2020,53924,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FLBIRTH,CZ,2021,54614,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FLBIRTH,DE,2001,356900,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FLBIRTH,DE,2002,350000,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FLBIRTH,DE,2003,344000,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FLBIRTH,DE,2004,343605,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FLBIRTH,DE,2005,334038,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FLBIRTH,DE,2006,326908,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FLBIRTH,DE,2007,333023,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FLBIRTH,DE,2008,332652,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FLBIRTH,DE,2009,323877,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FLBIRTH,DE,2010,330710,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FLBIRTH,DE,2011,322786,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FLBIRTH,DE,2012,327915,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FLBIRTH,DE,2013,332249,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FLBIRTH,DE,2014,348092,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FLBIRTH,DE,2015,359097,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FLBIRTH,DE,2016,386554,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FLBIRTH,DE,2017,382384,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FLBIRTH,DE,2018,383471,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FLBIRTH,DE,2019,378798,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FLBIRTH,DE,2020,375759,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FLBIRTH,DE,2021,387018,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FLBIRTH,DK,2001,32000,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FLBIRTH,DK,2002,31200,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FLBIRTH,DK,2003,31500,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FLBIRTH,DK,2004,31532,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FLBIRTH,DK,2005,31455,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FLBIRTH,DK,2006,31580,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FLBIRTH,DK,2007,31267,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FLBIRTH,DK,2008,31507,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FLBIRTH,DK,2009,30557,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FLBIRTH,DK,2010,30946,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FLBIRTH,DK,2011,28984,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FLBIRTH,DK,2012,28131,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FLBIRTH,DK,2013,27283,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FLBIRTH,DK,2014,27616,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FLBIRTH,DK,2015,28357,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FLBIRTH,DK,2016,29833,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FLBIRTH,DK,2017,29930,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FLBIRTH,DK,2018,29865,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FLBIRTH,DK,2019,29648,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FLBIRTH,DK,2020,29762,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FLBIRTH,DK,2021,30901,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FLBIRTH,EE,2001,6101,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FLBIRTH,EE,2002,6382,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FLBIRTH,EE,2003,6409,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FLBIRTH,EE,2004,6816,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FLBIRTH,EE,2005,6864,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FLBIRTH,EE,2006,7121,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FLBIRTH,EE,2007,7675,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FLBIRTH,EE,2008,7769,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FLBIRTH,EE,2009,7741,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FLBIRTH,EE,2010,7659,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FLBIRTH,EE,2011,7124,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FLBIRTH,EE,2012,6864,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FLBIRTH,EE,2013,6630,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FLBIRTH,EE,2014,6630,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FLBIRTH,EE,2015,6735,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FLBIRTH,EE,2016,6688,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FLBIRTH,EE,2017,6593,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FLBIRTH,EE,2018,7022,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FLBIRTH,EE,2019,6887,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FLBIRTH,EE,2020,6473,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FLBIRTH,EE,2021,6459,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FLBIRTH,EL,2001,49100,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FLBIRTH,EL,2002,50427,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FLBIRTH,EL,2003,50700,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FLBIRTH,EL,2004,51050,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FLBIRTH,EL,2005,52006,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FLBIRTH,EL,2007,53967,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FLBIRTH,EL,2008,57336,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FLBIRTH,EL,2009,57101,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FLBIRTH,EL,2010,55639,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FLBIRTH,EL,2011,51566,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FLBIRTH,EL,2012,48717,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FLBIRTH,EL,2013,45704,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FLBIRTH,EL,2014,44765,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FLBIRTH,EL,2015,44553,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FLBIRTH,EL,2016,45016,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FLBIRTH,EL,2017,42867,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FLBIRTH,EL,2018,41915,
ESTAT:DEMO_GIND(1.0),13/07/23 23:00:00,A,FLBIRTH,EL,2019,40818,
